Group,Species,Major_group
PlantBugs,Stygnocoris sabulosus,TERRESTRIAL_INSECTS
PlantBugs,Taphropeltus contractus,TERRESTRIAL_INSECTS
PlantBugs,Temnostethus gracilis,TERRESTRIAL_INSECTS
PlantBugs,Temnostethus pusillus,TERRESTRIAL_INSECTS
PlantBugs,Teratocoris antennatus,TERRESTRIAL_INSECTS
PlantBugs,Teratocoris saundersi,TERRESTRIAL_INSECTS
PlantBugs,Tetraphleps bicuspis,TERRESTRIAL_INSECTS
PlantBugs,Tingis ampliata,TERRESTRIAL_INSECTS
PlantBugs,Tingis cardui,TERRESTRIAL_INSECTS
PlantBugs,Tinicephalus hortulanus,TERRESTRIAL_INSECTS
PlantBugs,Trapezonotus arenarius,TERRESTRIAL_INSECTS
PlantBugs,Trapezonotus desertus,TERRESTRIAL_INSECTS
PlantBugs,Trigonotylus ruficornis,TERRESTRIAL_INSECTS
PlantBugs,Tytthus pygmaeus,TERRESTRIAL_INSECTS
PlantBugs,Xylocoris cursitans,TERRESTRIAL_INSECTS
PlantBugs,Acetropis gimmerthalii,TERRESTRIAL_INSECTS
PlantBugs,Compsidolon salicellum,TERRESTRIAL_INSECTS
PlantBugs,Lygocoris spinolai,TERRESTRIAL_INSECTS
PlantBugs,Orthops kalmii,TERRESTRIAL_INSECTS
PlantBugs,Polymerus nigrita,TERRESTRIAL_INSECTS
PlantBugs,Stenodema calcarata,TERRESTRIAL_INSECTS
PlantBugs,Stenodema holsata,TERRESTRIAL_INSECTS
PlantBugs,Stenodema trispinosa,TERRESTRIAL_INSECTS
PlantBugs,Blepharidopterus diaphanus,TERRESTRIAL_INSECTS
PlantBugs,Charagochilus gyllenhalii,TERRESTRIAL_INSECTS
PlantBugs,Deraeocoris flavilinea,TERRESTRIAL_INSECTS
PlantBugs,Europiella artemisiae,TERRESTRIAL_INSECTS
PlantBugs,Lygocoris rugicollis,TERRESTRIAL_INSECTS
PlantBugs,Megalocoleus tanaceti,TERRESTRIAL_INSECTS
PlantBugs,Nabis limbatus,TERRESTRIAL_INSECTS
PlantBugs,Nabis lineatus,TERRESTRIAL_INSECTS
PlantBugs,Nysius senecionis,TERRESTRIAL_INSECTS
PlantBugs,Parapiesma quadratum,TERRESTRIAL_INSECTS
PlantBugs,Platycranus bicolor,TERRESTRIAL_INSECTS
PlantBugs,Stenodema laevigata,TERRESTRIAL_INSECTS
PlantBugs,Trigonotylus caelestialium,TERRESTRIAL_INSECTS
PlantBugs,Tupiocoris rhododendri,TERRESTRIAL_INSECTS
PlantBugs,Closterotomus norwegicus,TERRESTRIAL_INSECTS
PlantBugs,Closterotomus fulvomaculatus,TERRESTRIAL_INSECTS
PlantBugs,Rhabdomiris striatellus,TERRESTRIAL_INSECTS
RoveBeetles,Aloconota gregaria,TERRESTRIAL_INSECTS
RoveBeetles,Amischa analis,TERRESTRIAL_INSECTS
RoveBeetles,Amischa decipiens,TERRESTRIAL_INSECTS
RoveBeetles,Anotylus rugosus,TERRESTRIAL_INSECTS
RoveBeetles,Anotylus sculpturatus,TERRESTRIAL_INSECTS
RoveBeetles,Anotylus tetracarinatus,TERRESTRIAL_INSECTS
RoveBeetles,Anthobium unicolor,TERRESTRIAL_INSECTS
RoveBeetles,Atheta crassicornis,TERRESTRIAL_INSECTS
RoveBeetles,Atheta graminicola,TERRESTRIAL_INSECTS
RoveBeetles,Bisnius fimetarius,TERRESTRIAL_INSECTS
RoveBeetles,Bryaxis bulbifer,TERRESTRIAL_INSECTS
RoveBeetles,Carpelimus corticinus,TERRESTRIAL_INSECTS
RoveBeetles,Carpelimus elongatulus,TERRESTRIAL_INSECTS
RoveBeetles,Carpelimus impressus,TERRESTRIAL_INSECTS
RoveBeetles,Carpelimus manchuricus,TERRESTRIAL_INSECTS
RoveBeetles,Carpelimus rivularis,TERRESTRIAL_INSECTS
RoveBeetles,Erichsonius cinerascens,TERRESTRIAL_INSECTS
RoveBeetles,Gabrius breviventer,TERRESTRIAL_INSECTS
RoveBeetles,Gabrius splendidulus,TERRESTRIAL_INSECTS
RoveBeetles,Geostiba circellaris,TERRESTRIAL_INSECTS
RoveBeetles,Gnypeta carbonaria,TERRESTRIAL_INSECTS
RoveBeetles,Gnypeta ripicola,TERRESTRIAL_INSECTS
RoveBeetles,Gnypeta rubrior,TERRESTRIAL_INSECTS
RoveBeetles,Gyrohypnus fracticornis,TERRESTRIAL_INSECTS
RoveBeetles,Hygronoma dimidiata,TERRESTRIAL_INSECTS
RoveBeetles,Lathrobium brunnipes,TERRESTRIAL_INSECTS
RoveBeetles,Lathrobium fulvipenne,TERRESTRIAL_INSECTS
RoveBeetles,Lathrobium terminatum,TERRESTRIAL_INSECTS
RoveBeetles,Leptusa fumida,TERRESTRIAL_INSECTS
RoveBeetles,Lesteva longoelytrata,TERRESTRIAL_INSECTS
RoveBeetles,Lesteva sicula,TERRESTRIAL_INSECTS
RoveBeetles,Mocyta fungi,TERRESTRIAL_INSECTS
RoveBeetles,Mycetota laticollis,TERRESTRIAL_INSECTS
RoveBeetles,Ochthephilus omalinus,TERRESTRIAL_INSECTS
RoveBeetles,Ocyusa maura,TERRESTRIAL_INSECTS
RoveBeetles,Ocyusa picina,TERRESTRIAL_INSECTS
RoveBeetles,Olophrum piceum,TERRESTRIAL_INSECTS
RoveBeetles,Omalium rivulare,TERRESTRIAL_INSECTS
RoveBeetles,Oxypoda elongatula,TERRESTRIAL_INSECTS
RoveBeetles,Pachnida nigella,TERRESTRIAL_INSECTS
RoveBeetles,Paederus riparius,TERRESTRIAL_INSECTS
RoveBeetles,Philhygra elongatula,TERRESTRIAL_INSECTS
RoveBeetles,Philhygra malleus,TERRESTRIAL_INSECTS
RoveBeetles,Philhygra volans,TERRESTRIAL_INSECTS
RoveBeetles,Philonthus carbonarius,TERRESTRIAL_INSECTS
RoveBeetles,Philonthus cognatus,TERRESTRIAL_INSECTS
RoveBeetles,Philonthus quisquiliarius,TERRESTRIAL_INSECTS
RoveBeetles,Philonthus varians,TERRESTRIAL_INSECTS
RoveBeetles,Platystethus cornutus,TERRESTRIAL_INSECTS
RoveBeetles,Proteinus brachypterus,TERRESTRIAL_INSECTS
RoveBeetles,Quedius curtipennis,TERRESTRIAL_INSECTS
RoveBeetles,Quedius maurorufus,TERRESTRIAL_INSECTS
RoveBeetles,Rybaxis longicornis,TERRESTRIAL_INSECTS
RoveBeetles,Stenus bifoveolatus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus bimaculatus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus boops,TERRESTRIAL_INSECTS
RoveBeetles,Stenus brunnipes,TERRESTRIAL_INSECTS
RoveBeetles,Stenus cicindeloides,TERRESTRIAL_INSECTS
RoveBeetles,Stenus flavipes,TERRESTRIAL_INSECTS
RoveBeetles,Stenus fulvicornis,TERRESTRIAL_INSECTS
RoveBeetles,Stenus impressus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus juno,TERRESTRIAL_INSECTS
RoveBeetles,Stenus latifrons,TERRESTRIAL_INSECTS
RoveBeetles,Stenus nitens,TERRESTRIAL_INSECTS
RoveBeetles,Stenus nitidiusculus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus providus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus solutus,TERRESTRIAL_INSECTS
RoveBeetles,Stenus tarsalis,TERRESTRIAL_INSECTS
RoveBeetles,Tachinus rufipes,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus dispar,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus hypnorum,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus nitidulus,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus obtusus,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus pallidus,TERRESTRIAL_INSECTS
RoveBeetles,Tachyporus solutus,TERRESTRIAL_INSECTS
RoveBeetles,Tetralaucopora longitarsis,TERRESTRIAL_INSECTS
RoveBeetles,Thinonoma atra,TERRESTRIAL_INSECTS
RoveBeetles,Xantholinus linearis,TERRESTRIAL_INSECTS
RoveBeetles,Xantholinus longiventris,TERRESTRIAL_INSECTS
ShieldBugs,Acanthosoma haemorrhoidale,TERRESTRIAL_INSECTS
ShieldBugs,Aelia acuminata,TERRESTRIAL_INSECTS
ShieldBugs,Alydus calcaratus,TERRESTRIAL_INSECTS
ShieldBugs,Ceraleptus lividus,TERRESTRIAL_INSECTS
ShieldBugs,Chorosoma schillingi,TERRESTRIAL_INSECTS
ShieldBugs,Coreus marginatus,TERRESTRIAL_INSECTS
ShieldBugs,Coriomeris denticulatus,TERRESTRIAL_INSECTS
ShieldBugs,Corizus hyoscyami,TERRESTRIAL_INSECTS
ShieldBugs,Dicranocephalus agilis,TERRESTRIAL_INSECTS
ShieldBugs,Dolycoris baccarum,TERRESTRIAL_INSECTS
ShieldBugs,Elasmostethus interstinctus,TERRESTRIAL_INSECTS
ShieldBugs,Elasmostethus tristriatus,TERRESTRIAL_INSECTS
ShieldBugs,Elasmucha grisea,TERRESTRIAL_INSECTS
ShieldBugs,Enoplops scapha,TERRESTRIAL_INSECTS
ShieldBugs,Eurydema oleracea,TERRESTRIAL_INSECTS
ShieldBugs,Eurygaster maura,TERRESTRIAL_INSECTS
ShieldBugs,Eurygaster testudinaria,TERRESTRIAL_INSECTS
ShieldBugs,Eysarcoris fabricii,TERRESTRIAL_INSECTS
ShieldBugs,Eysarcoris venustissimus,TERRESTRIAL_INSECTS
ShieldBugs,Gonocerus acuteangulatus,TERRESTRIAL_INSECTS
ShieldBugs,Legnotus limbosus,TERRESTRIAL_INSECTS
ShieldBugs,Leptoglossus occidentalis,TERRESTRIAL_INSECTS
ShieldBugs,Myrmus miriformis,TERRESTRIAL_INSECTS
ShieldBugs,Neottiglossa pusilla,TERRESTRIAL_INSECTS
ShieldBugs,Palomena prasina,TERRESTRIAL_INSECTS
ShieldBugs,Pentatoma rufipes,TERRESTRIAL_INSECTS
ShieldBugs,Picromerus bidens,TERRESTRIAL_INSECTS
ShieldBugs,Piezodorus lituratus,TERRESTRIAL_INSECTS
ShieldBugs,Podops inuncta,TERRESTRIAL_INSECTS
ShieldBugs,Rhopalus parumpunctatus,TERRESTRIAL_INSECTS
ShieldBugs,Rhopalus subrufus,TERRESTRIAL_INSECTS
ShieldBugs,Sciocoris cursitans,TERRESTRIAL_INSECTS
ShieldBugs,Sehirus luctuosus,TERRESTRIAL_INSECTS
ShieldBugs,Stictopleurus abutilon,TERRESTRIAL_INSECTS
ShieldBugs,Stictopleurus punctatonervosus,TERRESTRIAL_INSECTS
ShieldBugs,Syromastus rhombeus,TERRESTRIAL_INSECTS
ShieldBugs,Tritomegas bicolor,TERRESTRIAL_INSECTS
ShieldBugs,Troilus luridus,TERRESTRIAL_INSECTS
ShieldBugs,Zicrona caerulea,TERRESTRIAL_INSECTS
SoldierBeetles,Agrilus laticornis,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis cryptica,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis decipiens,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis figurata,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis lateralis,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis livida,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis nigra,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis nigricans,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis pallida,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis pellucida,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis rufa,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis rustica,TERRESTRIAL_INSECTS
SoldierBeetles,Cantharis thoracica,TERRESTRIAL_INSECTS
SoldierBeetles,Drilus flavescens,TERRESTRIAL_INSECTS
SoldierBeetles,Lampyris noctiluca,TERRESTRIAL_INSECTS
SoldierBeetles,Malthinus balteatus,TERRESTRIAL_INSECTS
SoldierBeetles,Malthinus flaveolus,TERRESTRIAL_INSECTS
SoldierBeetles,Malthinus frontalis,TERRESTRIAL_INSECTS
SoldierBeetles,Malthinus seriepunctatus,TERRESTRIAL_INSECTS
SoldierBeetles,Malthodes dispar,TERRESTRIAL_INSECTS
SoldierBeetles,Malthodes fuscus,TERRESTRIAL_INSECTS
SoldierBeetles,Malthodes marginatus,TERRESTRIAL_INSECTS
SoldierBeetles,Malthodes minimus,TERRESTRIAL_INSECTS
SoldierBeetles,Platycis minutus,TERRESTRIAL_INSECTS
SoldierBeetles,Podabrus alpinus,TERRESTRIAL_INSECTS
SoldierBeetles,Rhagonycha fulva,TERRESTRIAL_INSECTS
SoldierBeetles,Rhagonycha lignosa,TERRESTRIAL_INSECTS
SoldierBeetles,Rhagonycha limbata,TERRESTRIAL_INSECTS
SoldierBeetles,Rhagonycha lutea,TERRESTRIAL_INSECTS
SoldierBeetles,Rhagonycha testacea,TERRESTRIAL_INSECTS
SoldierBeetles,Silis ruficollis,TERRESTRIAL_INSECTS
Soldierflies,Acrocera orbiculus,TERRESTRIAL_INSECTS
Soldierflies,Acrosathe annulata,TERRESTRIAL_INSECTS
Soldierflies,Asilus crabroniformis,TERRESTRIAL_INSECTS
Soldierflies,Atherix ibis,TERRESTRIAL_INSECTS
Soldierflies,Atylotus fulvus,TERRESTRIAL_INSECTS
Soldierflies,Atylotus latistriatus,TERRESTRIAL_INSECTS
Soldierflies,Beris chalybata,TERRESTRIAL_INSECTS
Soldierflies,Beris clavipes,TERRESTRIAL_INSECTS
Soldierflies,Beris fuscipes,TERRESTRIAL_INSECTS
Soldierflies,Beris geniculata,TERRESTRIAL_INSECTS
Soldierflies,Beris morrisii,TERRESTRIAL_INSECTS
Soldierflies,Beris vallata,TERRESTRIAL_INSECTS
Soldierflies,Bombylius canescens,TERRESTRIAL_INSECTS
Soldierflies,Bombylius discolor,TERRESTRIAL_INSECTS
Soldierflies,Bombylius major,TERRESTRIAL_INSECTS
Soldierflies,Bombylius minor,TERRESTRIAL_INSECTS
Soldierflies,Chloromyia formosa,TERRESTRIAL_INSECTS
Soldierflies,Choerades marginatus,TERRESTRIAL_INSECTS
Soldierflies,Chorisops nagatomii,TERRESTRIAL_INSECTS
Soldierflies,Chorisops tibialis,TERRESTRIAL_INSECTS
Soldierflies,Chrysopilus asiliformis,TERRESTRIAL_INSECTS
Soldierflies,Chrysopilus cristatus,TERRESTRIAL_INSECTS
Soldierflies,Chrysops caecutiens,TERRESTRIAL_INSECTS
Soldierflies,Chrysops relictus,TERRESTRIAL_INSECTS
Soldierflies,Chrysops viduatus,TERRESTRIAL_INSECTS
Soldierflies,Dioctria atricapilla,TERRESTRIAL_INSECTS
Soldierflies,Dioctria baumhaueri,TERRESTRIAL_INSECTS
Soldierflies,Dioctria linearis,TERRESTRIAL_INSECTS
Soldierflies,Dioctria oelandica,TERRESTRIAL_INSECTS
Soldierflies,Dioctria rufipes,TERRESTRIAL_INSECTS
Soldierflies,Dysmachus trigonus,TERRESTRIAL_INSECTS
Soldierflies,Eutolmus rufibarbis,TERRESTRIAL_INSECTS
Soldierflies,Haematopota crassicornis,TERRESTRIAL_INSECTS
Soldierflies,Haematopota pluvialis,TERRESTRIAL_INSECTS
Soldierflies,Hybomitra bimaculata,TERRESTRIAL_INSECTS
Soldierflies,Hybomitra distinguenda,TERRESTRIAL_INSECTS
Soldierflies,Lasiopogon cinctus,TERRESTRIAL_INSECTS
Soldierflies,Leptarthrus brevirostris,TERRESTRIAL_INSECTS
Soldierflies,Leptogaster cylindrica,TERRESTRIAL_INSECTS
Soldierflies,Leptogaster guttiventris,TERRESTRIAL_INSECTS
Soldierflies,Machimus atricapillus,TERRESTRIAL_INSECTS
Soldierflies,Machimus cingulatus,TERRESTRIAL_INSECTS
Soldierflies,Microchrysa cyaneiventris,TERRESTRIAL_INSECTS
Soldierflies,Microchrysa flavicornis,TERRESTRIAL_INSECTS
Soldierflies,Microchrysa polita,TERRESTRIAL_INSECTS
Soldierflies,Nemotelus nigrinus,TERRESTRIAL_INSECTS
Soldierflies,Nemotelus notatus,TERRESTRIAL_INSECTS
Soldierflies,Nemotelus pantherinus,TERRESTRIAL_INSECTS
Soldierflies,Nemotelus uliginosus,TERRESTRIAL_INSECTS
Soldierflies,Neoitamus cyanurus,TERRESTRIAL_INSECTS
Soldierflies,Odontomyia ornata,TERRESTRIAL_INSECTS
Soldierflies,Odontomyia tigrina,TERRESTRIAL_INSECTS
Soldierflies,Oplodontha viridula,TERRESTRIAL_INSECTS
Soldierflies,Oxycera morrisii,TERRESTRIAL_INSECTS
Soldierflies,Oxycera nigricornis,TERRESTRIAL_INSECTS
Soldierflies,Oxycera pardalina,TERRESTRIAL_INSECTS
Soldierflies,Oxycera pygmaea,TERRESTRIAL_INSECTS
Soldierflies,Oxycera rara,TERRESTRIAL_INSECTS
Soldierflies,Oxycera trilineata,TERRESTRIAL_INSECTS
Soldierflies,Pachygaster atra,TERRESTRIAL_INSECTS
Soldierflies,Pachygaster leachii,TERRESTRIAL_INSECTS
Soldierflies,Pamponerus germanicus,TERRESTRIAL_INSECTS
Soldierflies,Philonicus albiceps,TERRESTRIAL_INSECTS
Soldierflies,Phthiria pulicaria,TERRESTRIAL_INSECTS
Soldierflies,Rhagio lineola,TERRESTRIAL_INSECTS
Soldierflies,Rhagio scolopaceus,TERRESTRIAL_INSECTS
Soldierflies,Rhagio tringarius,TERRESTRIAL_INSECTS
Soldierflies,Sargus bipunctatus,TERRESTRIAL_INSECTS
Soldierflies,Sargus flavipes,TERRESTRIAL_INSECTS
Soldierflies,Sargus iridatus,TERRESTRIAL_INSECTS
Soldierflies,Scenopinus fenestralis,TERRESTRIAL_INSECTS
Soldierflies,Solva marginata,TERRESTRIAL_INSECTS
Soldierflies,Stratiomys potamida,TERRESTRIAL_INSECTS
Soldierflies,Stratiomys singularior,TERRESTRIAL_INSECTS
Soldierflies,Tabanus autumnalis,TERRESTRIAL_INSECTS
Soldierflies,Tabanus bromius,TERRESTRIAL_INSECTS
Soldierflies,Tabanus sudeticus,TERRESTRIAL_INSECTS
Soldierflies,Thereva bipunctata,TERRESTRIAL_INSECTS
Soldierflies,Thereva nobilitata,TERRESTRIAL_INSECTS
Soldierflies,Thyridanthrax fenestratus,TERRESTRIAL_INSECTS
Soldierflies,Vanoyia tenuicornis,TERRESTRIAL_INSECTS
Soldierflies,Villa modesta,TERRESTRIAL_INSECTS
Soldierflies,Xylophagus ater,TERRESTRIAL_INSECTS
Spiders,Achaearanea lunata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Achaearanea simulans,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Achaearanea tepidariorum,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agalenatea redii,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agelena labyrinthica,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agroeca brunnea,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agroeca inopina,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agroeca proxima,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta cauta,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta conigera,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta decora,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta olivacea,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta ramosa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Agyneta subtilis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Allomengea scopigera,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Allomengea vidua,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Alopecosa barbipes,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Alopecosa cuneata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Alopecosa pulverulenta,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Amaurobius fenestralis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Amaurobius ferox,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Amaurobius similis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Kochiura aulica,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Anelosimus vittatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Antistea elegans,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Anyphaena accentuata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Aphileta misera,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araeoncus crassiceps,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araeoncus humilis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araneus diadematus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araneus marmoreus subsp. pyramidatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araneus quadratus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araneus sturmi,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araneus triguttatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araniella cucurbitina s.str.,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Araniella opisthographa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Arctosa cinerea,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Arctosa leopardus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Arctosa perita,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Argenna subnigra,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Argiope bruennichi,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Argyroneta aquatica,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Atypus affinis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Ballus chalybeius,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Baryphyma pratense,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Baryphyma trifrons,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bathyphantes approximatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bathyphantes gracilis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bathyphantes nigrinus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bathyphantes parvulus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bathyphantes setiger,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Sibianor aurocinctus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bolyphantes alticeps,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Bolyphantes luteolus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerita bicolor,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerita concinna,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerus arcanus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerus dilutus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerus incilium,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerus prudens,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Centromerus sylvaticus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Ceratinella brevipes,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Ceratinella brevis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Ceratinella scabrosa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Ceratinopsis stativa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cercidia prominens,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cheiracanthium erraticum,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cicurina cicur,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona brevipes,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona comta,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona corticalis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona diversa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona lutescens,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona neglecta s.str.,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona neglecta sensu auct.,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona pallidula,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona phragmitis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona reclusa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona stagnatilis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona subtilis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona terrestris,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Clubiona trivialis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cnephalocotes obscurus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Coelotes atropos,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Coelotes terrestris,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Crustulina guttata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Crustulina sticta,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cryphoeca silvicola,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Cyclosa conica,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diaea dorsata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dictyna arundinacea,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dictyna latens,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dictyna uncinata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dicymbium brevisetosum,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dicymbium nigrum,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dicymbium tibiale,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplocentria bidentata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplocephalus cristatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplocephalus latifrons,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplocephalus permixtus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplocephalus picinus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Diplostyla concolor,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dismodicus bifrons,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dolomedes fimbriatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Donacochara speciosa,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drapetisca socialis,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drassodes cupreus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drassodes lapidosus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drassodes pubescens,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drassyllus pusillus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Drepanotylus uncatus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dysdera crocata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Dysdera erythrina,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Enoplognatha latimana,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Enoplognatha mordax,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Enoplognatha ovata s.str.,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Enoplognatha thoracica,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Entelecara acuminata,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Entelecara congenera,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Entelecara erythropus,TERRESTRIAL_NONINSECT_INVERTS
Spiders,Entelecara flavipes,TERRESTRIAL_NONINSECT_INVERTS
